date 	price
02/07/2013 	1.167907
03/07/2013 	1.162320
04/07/2013 	1.155123
05/07/2013 	1.166210
06/07/2013 	1.159746
07/07/2013 	1.162159
08/07/2013 	1.162159
09/07/2013 	1.167780
10/07/2013 	1.172792
11/07/2013 	1.165877
12/07/2013 	1.153328
13/07/2013 	1.142549
14/07/2013 	1.142431
15/07/2013 	1.142431
16/07/2013 	1.148248
17/07/2013 	1.163912
18/07/2013 	1.163098
19/07/2013 	1.160956
20/07/2013 	1.162915
21/07/2013 	1.161809
22/07/2013 	1.163838
23/07/2013 	1.166753
24/07/2013 	1.173303
25/07/2013 	1.161647
26/07/2013 	1.169304
27/07/2013 	1.169851
28/07/2013 	1.171048
29/07/2013 	1.171048
30/07/2013 	1.164118
31/07/2013 	1.151452
01/08/2013 	1.143197
02/08/2013 	1.140936
03/08/2013 	1.133489
04/08/2013 	1.132253
05/08/2013 	1.132253
06/08/2013 	1.131651
07/08/2013 	1.139608
08/08/2013 	1.140711
09/08/2013 	1.148056
10/08/2013 	1.156035
11/08/2013 	1.155629
12/08/2013 	1.155629
13/08/2013 	1.154780
14/08/2013 	1.152739
15/08/2013 	1.160742
16/08/2013 	1.158676
17/08/2013 	1.167041
18/08/2013 	1.166540
19/08/2013 	1.166540
20/08/2013 	1.164622
21/08/2013 	1.158175
22/08/2013 	1.154543
23/08/2013 	1.156681
24/08/2013 	1.155710
25/08/2013 	1.154678
26/08/2013 	1.155565
27/08/2013 	1.155821
28/08/2013 	1.150285
29/08/2013 	1.141933
30/08/2013 	1.138269
31/08/2013 	1.134968
01/09/2013 	1.134401
02/09/2013 	1.134351
03/09/2013 	1.143888
04/09/2013 	1.156191
05/09/2013 	1.168233
06/09/2013 	1.168089
07/09/2013 	1.171923
08/09/2013 	1.170975
09/09/2013 	1.170975
10/09/2013 	1.172298
11/09/2013 	1.180095
12/09/2013 	1.181622
13/09/2013 	1.174566
14/09/2013 	1.173259
15/09/2013 	1.173968
16/09/2013 	1.173968
17/09/2013 	1.175499
18/09/2013 	1.177979
19/09/2013 	1.178304
20/09/2013 	1.176312
21/09/2013 	1.177761
22/09/2013 	1.176308
23/09/2013 	1.176308
24/09/2013 	1.180470
25/09/2013 	1.178646
26/09/2013 	1.174396
27/09/2013 	1.172941
28/09/2013 	1.170706
29/09/2013 	1.170532
30/09/2013 	1.170914
01/10/2013 	1.170744
02/10/2013 	1.176034
03/10/2013 	1.170623
04/10/2013 	1.175076
05/10/2013 	1.175718
06/10/2013 	1.175673
07/10/2013 	1.176006
08/10/2013 	1.178328
09/10/2013 	1.178378
10/10/2013 	1.179626
11/10/2013 	1.181110
12/10/2013 	1.180437
13/10/2013 	1.179158
14/10/2013 	1.179158
15/10/2013 	1.178781
16/10/2013 	1.184077
17/10/2013 	1.188117
18/10/2013 	1.194910
19/10/2013 	1.196930
20/10/2013 	1.198269
21/10/2013 	1.198732
22/10/2013 	1.199150
23/10/2013 	1.199044
24/10/2013 	1.191896
25/10/2013 	1.188338
26/10/2013 	1.184337
27/10/2013 	1.184562
28/10/2013 	1.184505
29/10/2013 	1.185770
30/10/2013 	1.176208
31/10/2013 	1.174464
01/11/2013 	1.174229
02/11/2013 	1.173799
03/11/2013 	1.173040
04/11/2013 	1.172211
05/11/2013 	1.181583
06/11/2013 	1.179750
07/11/2013 	1.183083
08/11/2013 	1.178703
09/11/2013 	1.169536
10/11/2013 	1.169778
11/11/2013 	1.169778
12/11/2013 	1.168721
13/11/2013 	1.163723
14/11/2013 	1.163367
15/11/2013 	1.163105
16/11/2013 	1.167118
17/11/2013 	1.168255
18/11/2013 	1.167927
19/11/2013 	1.170994
20/11/2013 	1.171591
21/11/2013 	1.166620
22/11/2013 	1.155641
23/11/2013 	1.145378
24/11/2013 	1.146535
25/11/2013 	1.143545
26/11/2013 	1.145550
27/11/2013 	1.143416
28/11/2013 	1.138914
29/11/2013 	1.141497
30/11/2013 	1.144748
01/12/2013 	1.144224
02/12/2013 	1.144224
03/12/2013 	1.143412
04/12/2013 	1.143198
05/12/2013 	1.131888
06/12/2013 	1.136792
07/12/2013 	1.137880
08/12/2013 	1.137246
09/12/2013 	1.137246
10/12/2013 	1.135103
11/12/2013 	1.143087
12/12/2013 	1.134383
13/12/2013 	1.121006
14/12/2013 	1.124541
15/12/2013 	1.125071
16/12/2013 	1.125071
17/12/2013 	1.125417
18/12/2013 	1.119558
19/12/2013 	1.119060
20/12/2013 	1.122562
21/12/2013 	1.129788
22/12/2013 	1.130295
23/12/2013 	1.130295
24/12/2013 	1.133187
25/12/2013 	1.131487
26/12/2013 	1.131034
27/12/2013 	1.127547
28/12/2013 	1.126249
29/12/2013 	1.125053
30/12/2013 	1.125053
31/12/2013 	1.130250
01/01/2014 	1.127473
02/01/2014 	1.125411
03/01/2014 	1.130023
04/01/2014 	1.136778
05/01/2014 	1.132581
06/01/2014 	1.132581
07/01/2014 	1.135268
08/01/2014 	1.134096
09/01/2014 	1.132732
10/01/2014 	1.129536
11/01/2014 	1.136976
12/01/2014 	1.127226
13/01/2014 	1.137267
14/01/2014 	1.144689
15/01/2014 	1.138294
16/01/2014 	1.136002
17/01/2014 	1.120090
18/01/2014 	1.119069
19/01/2014 	1.120785
20/01/2014 	1.120785
21/01/2014 	1.122588
22/01/2014 	1.125470
23/01/2014 	1.131242
24/01/2014 	1.121382
25/01/2014 	1.114633
26/01/2014 	1.110130
27/01/2014 	1.113563
28/01/2014 	1.114420
29/01/2014 	1.118146
30/01/2014 	1.117795
31/01/2014 	1.117937
01/02/2014 	1.116190
02/02/2014 	1.117755
03/02/2014 	1.117266
04/02/2014 	1.119938
05/02/2014 	1.132571
06/02/2014 	1.129656
07/02/2014 	1.136748
08/02/2014 	1.135358
09/02/2014 	1.135904
10/02/2014 	1.135904
11/02/2014 	1.136067
12/02/2014 	1.146113
13/02/2014 	1.143683
14/02/2014 	1.136408
15/02/2014 	1.137059
16/02/2014 	1.137787
