,Date,Open,J-1,J-2,J-3,J-4,J-5,J-6
34806,2015-09-29 06:00,119.515,119.622,119.645,119.708,119.71,119.827,119.927
34807,2015-09-29 07:00,119.465,119.515,119.622,119.645,119.708,119.71,119.827
34808,2015-09-29 08:00,119.446,119.465,119.515,119.622,119.645,119.708,119.71
34809,2015-09-29 09:00,119.851,119.446,119.465,119.515,119.622,119.645,119.708
34810,2015-09-29 10:00,119.942,119.851,119.446,119.465,119.515,119.622,119.645
34811,2015-09-29 11:00,119.852,119.942,119.851,119.446,119.465,119.515,119.622
34812,2015-09-29 12:00,119.925,119.852,119.942,119.851,119.446,119.465,119.515
34813,2015-09-29 13:00,119.891,119.925,119.852,119.942,119.851,119.446,119.465
34814,2015-09-29 14:00,120.018,119.891,119.925,119.852,119.942,119.851,119.446
34815,2015-09-29 15:00,119.806,120.018,119.891,119.925,119.852,119.942,119.851
34816,2015-09-29 16:00,119.93,119.806,120.018,119.891,119.925,119.852,119.942
34817,2015-09-29 17:00,119.77,119.93,119.806,120.018,119.891,119.925,119.852
34818,2015-09-29 18:00,119.69,119.77,119.93,119.806,120.018,119.891,119.925
34819,2015-09-29 19:00,119.85,119.69,119.77,119.93,119.806,120.018,119.891
34820,2015-09-29 20:00,119.654,119.85,119.69,119.77,119.93,119.806,120.018
34821,2015-09-29 21:00,119.741,119.654,119.85,119.69,119.77,119.93,119.806
34822,2015-09-29 22:00,119.76,119.741,119.654,119.85,119.69,119.77,119.93
34823,2015-09-29 23:00,119.792,119.76,119.741,119.654,119.85,119.69,119.77
34824,2015-09-30 00:00,119.792,119.792,119.76,119.741,119.654,119.85,119.69
34825,2015-09-30 01:00,119.883,119.792,119.792,119.76,119.741,119.654,119.85
34826,2015-09-30 02:00,119.984,119.883,119.792,119.792,119.76,119.741,119.654
34827,2015-09-30 03:00,119.877,119.984,119.883,119.792,119.792,119.76,119.741
34828,2015-09-30 04:00,119.772,119.877,119.984,119.883,119.792,119.792,119.76
34829,2015-09-30 05:00,119.875,119.772,119.877,119.984,119.883,119.792,119.792
34830,2015-09-30 06:00,119.876,119.875,119.772,119.877,119.984,119.883,119.792
34831,2015-09-30 07:00,119.902,119.876,119.875,119.772,119.877,119.984,119.883
34832,2015-09-30 08:00,120.0,119.902,119.876,119.875,119.772,119.877,119.984
34833,2015-09-30 09:00,120.026,120.0,119.902,119.876,119.875,119.772,119.877
34834,2015-09-30 10:00,120.236,120.026,120.0,119.902,119.876,119.875,119.772
34835,2015-09-30 11:00,120.273,120.236,120.026,120.0,119.902,119.876,119.875
34836,2015-09-30 12:00,120.24,120.273,120.236,120.026,120.0,119.902,119.876
34837,2015-09-30 13:00,120.235,120.24,120.273,120.236,120.026,120.0,119.902
34838,2015-09-30 14:00,120.122,120.235,120.24,120.273,120.236,120.026,120.0
34839,2015-09-30 15:00,120.052,120.122,120.235,120.24,120.273,120.236,120.026
34840,2015-09-30 16:00,119.778,120.052,120.122,120.235,120.24,120.273,120.236
34841,2015-09-30 17:00,119.818,119.778,120.052,120.122,120.235,120.24,120.273
34842,2015-09-30 18:00,119.666,119.818,119.778,120.052,120.122,120.235,120.24
34843,2015-09-30 19:00,119.913,119.666,119.818,119.778,120.052,120.122,120.235
34844,2015-09-30 20:00,119.97,119.913,119.666,119.818,119.778,120.052,120.122
34845,2015-09-30 21:00,119.957,119.97,119.913,119.666,119.818,119.778,120.052
34846,2015-09-30 22:00,119.892,119.957,119.97,119.913,119.666,119.818,119.778
34847,2015-09-30 23:00,119.882,119.892,119.957,119.97,119.913,119.666,119.818
34848,2015-10-01 00:00,119.938,119.882,119.892,119.957,119.97,119.913,119.666
34849,2015-10-01 01:00,119.879,119.938,119.882,119.892,119.957,119.97,119.913
34850,2015-10-01 02:00,119.879,119.879,119.938,119.882,119.892,119.957,119.97
34851,2015-10-01 03:00,120.052,119.879,119.879,119.938,119.882,119.892,119.957
34852,2015-10-01 04:00,120.193,120.052,119.879,119.879,119.938,119.882,119.892
34853,2015-10-01 05:00,120.163,120.193,120.052,119.879,119.879,119.938,119.882
34854,2015-10-01 06:00,120.232,120.163,120.193,120.052,119.879,119.879,119.938
34855,2015-10-01 07:00,120.227,120.232,120.163,120.193,120.052,119.879,119.879
34856,2015-10-01 08:00,120.138,120.227,120.232,120.163,120.193,120.052,119.879
34857,2015-10-01 09:00,120.207,120.138,120.227,120.232,120.163,120.193,120.052
34858,2015-10-01 10:00,120.066,120.207,120.138,120.227,120.232,120.163,120.193
34859,2015-10-01 11:00,120.074,120.066,120.207,120.138,120.227,120.232,120.163
34860,2015-10-01 12:00,120.033,120.074,120.066,120.207,120.138,120.227,120.232
34861,2015-10-01 13:00,119.743,120.033,120.074,120.066,120.207,120.138,120.227
34862,2015-10-01 14:00,119.73,119.743,120.033,120.074,120.066,120.207,120.138
34863,2015-10-01 15:00,119.65,119.73,119.743,120.033,120.074,120.066,120.207
34864,2015-10-01 16:00,119.628,119.65,119.73,119.743,120.033,120.074,120.066
34865,2015-10-01 17:00,119.58,119.628,119.65,119.73,119.743,120.033,120.074
34866,2015-10-01 18:00,119.747,119.58,119.628,119.65,119.73,119.743,120.033
34867,2015-10-01 19:00,119.811,119.747,119.58,119.628,119.65,119.73,119.743
34868,2015-10-01 20:00,119.943,119.811,119.747,119.58,119.628,119.65,119.73
34869,2015-10-01 21:00,119.915,119.943,119.811,119.747,119.58,119.628,119.65
34870,2015-10-01 22:00,119.93,119.915,119.943,119.811,119.747,119.58,119.628
34871,2015-10-01 23:00,119.931,119.93,119.915,119.943,119.811,119.747,119.58
34872,2015-10-02 00:00,119.849,119.931,119.93,119.915,119.943,119.811,119.747
34873,2015-10-02 01:00,119.831,119.849,119.931,119.93,119.915,119.943,119.811
34874,2015-10-02 02:00,119.924,119.831,119.849,119.931,119.93,119.915,119.943
34875,2015-10-02 03:00,119.977,119.924,119.831,119.849,119.931,119.93,119.915
34876,2015-10-02 04:00,120.0,119.977,119.924,119.831,119.849,119.931,119.93
34877,2015-10-02 05:00,120.004,120.0,119.977,119.924,119.831,119.849,119.931
34878,2015-10-02 06:00,119.936,120.004,120.0,119.977,119.924,119.831,119.849
34879,2015-10-02 07:00,120.046,119.936,120.004,120.0,119.977,119.924,119.831
34880,2015-10-02 08:00,120.02,120.046,119.936,120.004,120.0,119.977,119.924
34881,2015-10-02 09:00,120.069,120.02,120.046,119.936,120.004,120.0,119.977
34882,2015-10-02 10:00,120.131,120.069,120.02,120.046,119.936,120.004,120.0
34883,2015-10-02 11:00,120.172,120.131,120.069,120.02,120.046,119.936,120.004
34884,2015-10-02 12:00,120.213,120.172,120.131,120.069,120.02,120.046,119.936
34885,2015-10-02 13:00,120.235,120.213,120.172,120.131,120.069,120.02,120.046
34886,2015-10-02 14:00,119.189,120.235,120.213,120.172,120.131,120.069,120.02
34887,2015-10-02 15:00,119.046,119.189,120.235,120.213,120.172,120.131,120.069
34888,2015-10-02 16:00,119.219,119.046,119.189,120.235,120.213,120.172,120.131
34889,2015-10-02 17:00,119.412,119.219,119.046,119.189,120.235,120.213,120.172
34890,2015-10-02 18:00,119.783,119.412,119.219,119.046,119.189,120.235,120.213
34891,2015-10-02 19:00,119.82,119.783,119.412,119.219,119.046,119.189,120.235
34892,2015-10-04 23:00,119.868,119.82,119.783,119.412,119.219,119.046,119.189
34893,2015-10-05 00:00,119.99,119.868,119.82,119.783,119.412,119.219,119.046
34894,2015-10-05 01:00,120.041,119.99,119.868,119.82,119.783,119.412,119.219
34895,2015-10-05 02:00,120.011,120.041,119.99,119.868,119.82,119.783,119.412
34896,2015-10-05 03:00,119.903,120.011,120.041,119.99,119.868,119.82,119.783
34897,2015-10-05 04:00,120.003,119.903,120.011,120.041,119.99,119.868,119.82
34898,2015-10-05 05:00,120.066,120.003,119.903,120.011,120.041,119.99,119.868
34899,2015-10-05 06:00,120.008,120.066,120.003,119.903,120.011,120.041,119.99
34900,2015-10-05 07:00,120.017,120.008,120.066,120.003,119.903,120.011,120.041
34901,2015-10-05 08:00,120.043,120.017,120.008,120.066,120.003,119.903,120.011
34902,2015-10-05 09:00,120.167,120.043,120.017,120.008,120.066,120.003,119.903
34903,2015-10-05 10:00,120.189,120.167,120.043,120.017,120.008,120.066,120.003
34904,2015-10-05 11:00,120.293,120.189,120.167,120.043,120.017,120.008,120.066
34905,2015-10-05 12:00,120.235,120.293,120.189,120.167,120.043,120.017,120.008
34906,2015-10-05 13:00,120.239,120.235,120.293,120.189,120.167,120.043,120.017
34907,2015-10-05 14:00,120.224,120.239,120.235,120.293,120.189,120.167,120.043
34908,2015-10-05 15:00,120.278,120.224,120.239,120.235,120.293,120.189,120.167
34909,2015-10-05 16:00,120.286,120.278,120.224,120.239,120.235,120.293,120.189
34910,2015-10-05 17:00,120.375,120.286,120.278,120.224,120.239,120.235,120.293
34911,2015-10-05 18:00,120.464,120.375,120.286,120.278,120.224,120.239,120.235
34912,2015-10-05 19:00,120.49,120.464,120.375,120.286,120.278,120.224,120.239
34913,2015-10-05 20:00,120.478,120.49,120.464,120.375,120.286,120.278,120.224
34914,2015-10-05 21:00,120.442,120.478,120.49,120.464,120.375,120.286,120.278
34915,2015-10-05 22:00,120.466,120.442,120.478,120.49,120.464,120.375,120.286
34916,2015-10-05 23:00,120.484,120.466,120.442,120.478,120.49,120.464,120.375
34917,2015-10-06 00:00,120.457,120.484,120.466,120.442,120.478,120.49,120.464
34918,2015-10-06 01:00,120.477,120.457,120.484,120.466,120.442,120.478,120.49
34919,2015-10-06 02:00,120.467,120.477,120.457,120.484,120.466,120.442,120.478
34920,2015-10-06 03:00,120.443,120.467,120.477,120.457,120.484,120.466,120.442
34921,2015-10-06 04:00,120.499,120.443,120.467,120.477,120.457,120.484,120.466
34922,2015-10-06 05:00,120.456,120.499,120.443,120.467,120.477,120.457,120.484
34923,2015-10-06 06:00,120.508,120.456,120.499,120.443,120.467,120.477,120.457
34924,2015-10-06 07:00,120.328,120.508,120.456,120.499,120.443,120.467,120.477
34925,2015-10-06 08:00,120.283,120.328,120.508,120.456,120.499,120.443,120.467
34926,2015-10-06 09:00,120.171,120.283,120.328,120.508,120.456,120.499,120.443
34927,2015-10-06 10:00,120.361,120.171,120.283,120.328,120.508,120.456,120.499
34928,2015-10-06 11:00,120.288,120.361,120.171,120.283,120.328,120.508,120.456
34929,2015-10-06 12:00,120.362,120.288,120.361,120.171,120.283,120.328,120.508
34930,2015-10-06 13:00,120.318,120.362,120.288,120.361,120.171,120.283,120.328
34931,2015-10-06 14:00,120.394,120.318,120.362,120.288,120.361,120.171,120.283
34932,2015-10-06 15:00,120.463,120.394,120.318,120.362,120.288,120.361,120.171
34933,2015-10-06 16:00,120.184,120.463,120.394,120.318,120.362,120.288,120.361
34934,2015-10-06 17:00,120.183,120.184,120.463,120.394,120.318,120.362,120.288
34935,2015-10-06 18:00,120.269,120.183,120.184,120.463,120.394,120.318,120.362
34936,2015-10-06 19:00,120.287,120.269,120.183,120.184,120.463,120.394,120.318
34937,2015-10-06 20:00,120.232,120.287,120.269,120.183,120.184,120.463,120.394
34938,2015-10-06 21:00,120.194,120.232,120.287,120.269,120.183,120.184,120.463
34939,2015-10-06 22:00,120.23,120.194,120.232,120.287,120.269,120.183,120.184
34940,2015-10-06 23:00,120.229,120.23,120.194,120.232,120.287,120.269,120.183
34941,2015-10-07 00:00,120.228,120.229,120.23,120.194,120.232,120.287,120.269
34942,2015-10-07 01:00,120.259,120.228,120.229,120.23,120.194,120.232,120.287
34943,2015-10-07 02:00,120.32,120.259,120.228,120.229,120.23,120.194,120.232
34944,2015-10-07 03:00,120.329,120.32,120.259,120.228,120.229,120.23,120.194
34945,2015-10-07 04:00,120.176,120.329,120.32,120.259,120.228,120.229,120.23
34946,2015-10-07 05:00,119.887,120.176,120.329,120.32,120.259,120.228,120.229
34947,2015-10-07 06:00,120.065,119.887,120.176,120.329,120.32,120.259,120.228
34948,2015-10-07 07:00,120.042,120.065,119.887,120.176,120.329,120.32,120.259
34949,2015-10-07 08:00,119.975,120.042,120.065,119.887,120.176,120.329,120.32
34950,2015-10-07 09:00,120.017,119.975,120.042,120.065,119.887,120.176,120.329
34951,2015-10-07 10:00,120.05,120.017,119.975,120.042,120.065,119.887,120.176
34952,2015-10-07 11:00,120.017,120.05,120.017,119.975,120.042,120.065,119.887
34953,2015-10-07 12:00,120.063,120.017,120.05,120.017,119.975,120.042,120.065
34954,2015-10-07 13:00,120.098,120.063,120.017,120.05,120.017,119.975,120.042
34955,2015-10-07 14:00,120.003,120.098,120.063,120.017,120.05,120.017,119.975
34956,2015-10-07 15:00,119.976,120.003,120.098,120.063,120.017,120.05,120.017
34957,2015-10-07 16:00,120.017,119.976,120.003,120.098,120.063,120.017,120.05
34958,2015-10-07 17:00,119.908,120.017,119.976,120.003,120.098,120.063,120.017
34959,2015-10-07 18:00,119.94,119.908,120.017,119.976,120.003,120.098,120.063
34960,2015-10-07 19:00,119.982,119.94,119.908,120.017,119.976,120.003,120.098
34961,2015-10-07 20:00,119.925,119.982,119.94,119.908,120.017,119.976,120.003
34962,2015-10-07 21:00,119.975,119.925,119.982,119.94,119.908,120.017,119.976
34963,2015-10-07 22:00,120.024,119.975,119.925,119.982,119.94,119.908,120.017
34964,2015-10-07 23:00,119.998,120.024,119.975,119.925,119.982,119.94,119.908
34965,2015-10-08 00:00,119.987,119.998,120.024,119.975,119.925,119.982,119.94
34966,2015-10-08 01:00,119.939,119.987,119.998,120.024,119.975,119.925,119.982
34967,2015-10-08 02:00,120.016,119.939,119.987,119.998,120.024,119.975,119.925
34968,2015-10-08 03:00,119.949,120.016,119.939,119.987,119.998,120.024,119.975
34969,2015-10-08 04:00,119.934,119.949,120.016,119.939,119.987,119.998,120.024
34970,2015-10-08 05:00,119.901,119.934,119.949,120.016,119.939,119.987,119.998
34971,2015-10-08 06:00,119.868,119.901,119.934,119.949,120.016,119.939,119.987
34972,2015-10-08 07:00,119.818,119.868,119.901,119.934,119.949,120.016,119.939
34973,2015-10-08 08:00,119.765,119.818,119.868,119.901,119.934,119.949,120.016
34974,2015-10-08 09:00,119.806,119.765,119.818,119.868,119.901,119.934,119.949
34975,2015-10-08 10:00,119.776,119.806,119.765,119.818,119.868,119.901,119.934
34976,2015-10-08 11:00,119.778,119.776,119.806,119.765,119.818,119.868,119.901
34977,2015-10-08 12:00,119.827,119.778,119.776,119.806,119.765,119.818,119.868
34978,2015-10-08 13:00,119.873,119.827,119.778,119.776,119.806,119.765,119.818
34979,2015-10-08 14:00,119.876,119.873,119.827,119.778,119.776,119.806,119.765
34980,2015-10-08 15:00,119.913,119.876,119.873,119.827,119.778,119.776,119.806
34981,2015-10-08 16:00,119.847,119.913,119.876,119.873,119.827,119.778,119.776
34982,2015-10-08 17:00,119.947,119.847,119.913,119.876,119.873,119.827,119.778
34983,2015-10-08 18:00,119.915,119.947,119.847,119.913,119.876,119.873,119.827
34984,2015-10-08 19:00,119.911,119.915,119.947,119.847,119.913,119.876,119.873
34985,2015-10-08 20:00,119.98,119.911,119.915,119.947,119.847,119.913,119.876
34986,2015-10-08 21:00,119.904,119.98,119.911,119.915,119.947,119.847,119.913
34987,2015-10-08 22:00,119.944,119.904,119.98,119.911,119.915,119.947,119.847
34988,2015-10-08 23:00,119.917,119.944,119.904,119.98,119.911,119.915,119.947
34989,2015-10-09 00:00,119.915,119.917,119.944,119.904,119.98,119.911,119.915
34990,2015-10-09 01:00,119.941,119.915,119.917,119.944,119.904,119.98,119.911
34991,2015-10-09 02:00,119.946,119.941,119.915,119.917,119.944,119.904,119.98
34992,2015-10-09 03:00,119.97,119.946,119.941,119.915,119.917,119.944,119.904
34993,2015-10-09 04:00,119.953,119.97,119.946,119.941,119.915,119.917,119.944
34994,2015-10-09 05:00,119.962,119.953,119.97,119.946,119.941,119.915,119.917
34995,2015-10-09 06:00,119.981,119.962,119.953,119.97,119.946,119.941,119.915
34996,2015-10-09 07:00,120.057,119.981,119.962,119.953,119.97,119.946,119.941
34997,2015-10-09 08:00,120.174,120.057,119.981,119.962,119.953,119.97,119.946
34998,2015-10-09 09:00,120.115,120.174,120.057,119.981,119.962,119.953,119.97
34999,2015-10-09 10:00,120.212,120.115,120.174,120.057,119.981,119.962,119.953
35000,2015-10-09 11:00,120.19,120.212,120.115,120.174,120.057,119.981,119.962
35001,2015-10-09 12:00,120.274,120.19,120.212,120.115,120.174,120.057,119.981
35002,2015-10-09 13:00,120.314,120.274,120.19,120.212,120.115,120.174,120.057
35003,2015-10-09 14:00,120.251,120.314,120.274,120.19,120.212,120.115,120.174
35004,2015-10-09 15:00,120.299,120.251,120.314,120.274,120.19,120.212,120.115
35005,2015-10-09 16:00,120.309,120.299,120.251,120.314,120.274,120.19,120.212
35006,2015-10-09 17:00,120.313,120.309,120.299,120.251,120.314,120.274,120.19
35007,2015-10-09 18:00,120.278,120.313,120.309,120.299,120.251,120.314,120.274
35008,2015-10-09 19:00,120.245,120.278,120.313,120.309,120.299,120.251,120.314
35009,2015-10-11 23:00,120.267,120.245,120.278,120.313,120.309,120.299,120.251
35010,2015-10-12 00:00,120.228,120.267,120.245,120.278,120.313,120.309,120.299
35011,2015-10-12 01:00,120.195,120.228,120.267,120.245,120.278,120.313,120.309
35012,2015-10-12 02:00,120.126,120.195,120.228,120.267,120.245,120.278,120.313
35013,2015-10-12 03:00,120.168,120.126,120.195,120.228,120.267,120.245,120.278
35014,2015-10-12 04:00,120.189,120.168,120.126,120.195,120.228,120.267,120.245
35015,2015-10-12 05:00,120.156,120.189,120.168,120.126,120.195,120.228,120.267
35016,2015-10-12 06:00,120.156,120.156,120.189,120.168,120.126,120.195,120.228
35017,2015-10-12 07:00,120.167,120.156,120.156,120.189,120.168,120.126,120.195
35018,2015-10-12 08:00,120.172,120.167,120.156,120.156,120.189,120.168,120.126
35019,2015-10-12 09:00,120.19,120.172,120.167,120.156,120.156,120.189,120.168
35020,2015-10-12 10:00,120.169,120.19,120.172,120.167,120.156,120.156,120.189
35021,2015-10-12 11:00,120.106,120.169,120.19,120.172,120.167,120.156,120.156
35022,2015-10-12 12:00,120.126,120.106,120.169,120.19,120.172,120.167,120.156
35023,2015-10-12 13:00,120.127,120.126,120.106,120.169,120.19,120.172,120.167
35024,2015-10-12 14:00,120.133,120.127,120.126,120.106,120.169,120.19,120.172
35025,2015-10-12 15:00,120.09,120.133,120.127,120.126,120.106,120.169,120.19
35026,2015-10-12 16:00,119.94,120.09,120.133,120.127,120.126,120.106,120.169
35027,2015-10-12 17:00,119.957,119.94,120.09,120.133,120.127,120.126,120.106
35028,2015-10-12 18:00,119.927,119.957,119.94,120.09,120.133,120.127,120.126
35029,2015-10-12 19:00,119.939,119.927,119.957,119.94,120.09,120.133,120.127
35030,2015-10-12 20:00,119.953,119.939,119.927,119.957,119.94,120.09,120.133
35031,2015-10-12 21:00,120.007,119.953,119.939,119.927,119.957,119.94,120.09
35032,2015-10-12 22:00,120.056,120.007,119.953,119.939,119.927,119.957,119.94
35033,2015-10-12 23:00,120.05,120.056,120.007,119.953,119.939,119.927,119.957
35034,2015-10-13 00:00,120.052,120.05,120.056,120.007,119.953,119.939,119.927
35035,2015-10-13 01:00,120.055,120.052,120.05,120.056,120.007,119.953,119.939
35036,2015-10-13 02:00,119.959,120.055,120.052,120.05,120.056,120.007,119.953
35037,2015-10-13 03:00,119.906,119.959,120.055,120.052,120.05,120.056,120.007
35038,2015-10-13 04:00,119.826,119.906,119.959,120.055,120.052,120.05,120.056
35039,2015-10-13 05:00,119.894,119.826,119.906,119.959,120.055,120.052,120.05
35040,2015-10-13 06:00,119.848,119.894,119.826,119.906,119.959,120.055,120.052
35041,2015-10-13 07:00,119.861,119.848,119.894,119.826,119.906,119.959,120.055
35042,2015-10-13 08:00,119.839,119.861,119.848,119.894,119.826,119.906,119.959
35043,2015-10-13 09:00,119.719,119.839,119.861,119.848,119.894,119.826,119.906
35044,2015-10-13 10:00,119.695,119.719,119.839,119.861,119.848,119.894,119.826
35045,2015-10-13 11:00,119.663,119.695,119.719,119.839,119.861,119.848,119.894
35046,2015-10-13 12:00,119.744,119.663,119.695,119.719,119.839,119.861,119.848
35047,2015-10-13 13:00,119.732,119.744,119.663,119.695,119.719,119.839,119.861
35048,2015-10-13 14:00,119.593,119.732,119.744,119.663,119.695,119.719,119.839
35049,2015-10-13 15:00,119.739,119.593,119.732,119.744,119.663,119.695,119.719
35050,2015-10-13 16:00,119.863,119.739,119.593,119.732,119.744,119.663,119.695
35051,2015-10-13 17:00,119.811,119.863,119.739,119.593,119.732,119.744,119.663
35052,2015-10-13 18:00,119.764,119.811,119.863,119.739,119.593,119.732,119.744
35053,2015-10-13 19:00,119.784,119.764,119.811,119.863,119.739,119.593,119.732
35054,2015-10-13 20:00,119.832,119.784,119.764,119.811,119.863,119.739,119.593
35055,2015-10-13 21:00,119.745,119.832,119.784,119.764,119.811,119.863,119.739
35056,2015-10-13 22:00,119.76,119.745,119.832,119.784,119.764,119.811,119.863
35057,2015-10-13 23:00,119.767,119.76,119.745,119.832,119.784,119.764,119.811
35058,2015-10-14 00:00,119.752,119.767,119.76,119.745,119.832,119.784,119.764
35059,2015-10-14 01:00,119.742,119.752,119.767,119.76,119.745,119.832,119.784
35060,2015-10-14 02:00,119.514,119.742,119.752,119.767,119.76,119.745,119.832
35061,2015-10-14 03:00,119.556,119.514,119.742,119.752,119.767,119.76,119.745
35062,2015-10-14 04:00,119.654,119.556,119.514,119.742,119.752,119.767,119.76
35063,2015-10-14 05:00,119.667,119.654,119.556,119.514,119.742,119.752,119.767
35064,2015-10-14 06:00,119.653,119.667,119.654,119.556,119.514,119.742,119.752
35065,2015-10-14 07:00,119.649,119.653,119.667,119.654,119.556,119.514,119.742
35066,2015-10-14 08:00,119.685,119.649,119.653,119.667,119.654,119.556,119.514
35067,2015-10-14 09:00,119.613,119.685,119.649,119.653,119.667,119.654,119.556
35068,2015-10-14 10:00,119.466,119.613,119.685,119.649,119.653,119.667,119.654
35069,2015-10-14 11:00,119.496,119.466,119.613,119.685,119.649,119.653,119.667
35070,2015-10-14 12:00,119.498,119.496,119.466,119.613,119.685,119.649,119.653
35071,2015-10-14 13:00,119.534,119.498,119.496,119.466,119.613,119.685,119.649
35072,2015-10-14 14:00,119.294,119.534,119.498,119.496,119.466,119.613,119.685
35073,2015-10-14 15:00,119.478,119.294,119.534,119.498,119.496,119.466,119.613
35074,2015-10-14 16:00,119.241,119.478,119.294,119.534,119.498,119.496,119.466
35075,2015-10-14 17:00,119.214,119.241,119.478,119.294,119.534,119.498,119.496
35076,2015-10-14 18:00,119.181,119.214,119.241,119.478,119.294,119.534,119.498
35077,2015-10-14 19:00,119.083,119.181,119.214,119.241,119.478,119.294,119.534
35078,2015-10-14 20:00,118.815,119.083,119.181,119.214,119.241,119.478,119.294
35079,2015-10-14 21:00,118.714,118.815,119.083,119.181,119.214,119.241,119.478
35080,2015-10-14 22:00,118.842,118.714,118.815,119.083,119.181,119.214,119.241
35081,2015-10-14 23:00,118.769,118.842,118.714,118.815,119.083,119.181,119.214
35082,2015-10-15 00:00,118.868,118.769,118.842,118.714,118.815,119.083,119.181
35083,2015-10-15 01:00,118.856,118.868,118.769,118.842,118.714,118.815,119.083
35084,2015-10-15 02:00,118.961,118.856,118.868,118.769,118.842,118.714,118.815
35085,2015-10-15 03:00,119.085,118.961,118.856,118.868,118.769,118.842,118.714
35086,2015-10-15 04:00,118.959,119.085,118.961,118.856,118.868,118.769,118.842
35087,2015-10-15 05:00,119.048,118.959,119.085,118.961,118.856,118.868,118.769
35088,2015-10-15 06:00,119.023,119.048,118.959,119.085,118.961,118.856,118.868
35089,2015-10-15 07:00,118.897,119.023,119.048,118.959,119.085,118.961,118.856
35090,2015-10-15 08:00,118.76,118.897,119.023,119.048,118.959,119.085,118.961
35091,2015-10-15 09:00,118.379,118.76,118.897,119.023,119.048,118.959,119.085
35092,2015-10-15 10:00,118.401,118.379,118.76,118.897,119.023,119.048,118.959
35093,2015-10-15 11:00,118.465,118.401,118.379,118.76,118.897,119.023,119.048
35094,2015-10-15 12:00,118.247,118.465,118.401,118.379,118.76,118.897,119.023
35095,2015-10-15 13:00,118.165,118.247,118.465,118.401,118.379,118.76,118.897
35096,2015-10-15 14:00,118.603,118.165,118.247,118.465,118.401,118.379,118.76
35097,2015-10-15 15:00,118.662,118.603,118.165,118.247,118.465,118.401,118.379
35098,2015-10-15 16:00,118.525,118.662,118.603,118.165,118.247,118.465,118.401
35099,2015-10-15 17:00,118.26,118.525,118.662,118.603,118.165,118.247,118.465
35100,2015-10-15 18:00,118.408,118.26,118.525,118.662,118.603,118.165,118.247
35101,2015-10-15 19:00,118.648,118.408,118.26,118.525,118.662,118.603,118.165
35102,2015-10-15 20:00,118.757,118.648,118.408,118.26,118.525,118.662,118.603
35103,2015-10-15 21:00,118.886,118.757,118.648,118.408,118.26,118.525,118.662
35104,2015-10-15 22:00,118.898,118.886,118.757,118.648,118.408,118.26,118.525
35105,2015-10-15 23:00,118.889,118.898,118.886,118.757,118.648,118.408,118.26
35106,2015-10-16 00:00,118.952,118.889,118.898,118.886,118.757,118.648,118.408
35107,2015-10-16 01:00,119.082,118.952,118.889,118.898,118.886,118.757,118.648
35108,2015-10-16 02:00,119.075,119.082,118.952,118.889,118.898,118.886,118.757
35109,2015-10-16 03:00,119.241,119.075,119.082,118.952,118.889,118.898,118.886
35110,2015-10-16 04:00,119.184,119.241,119.075,119.082,118.952,118.889,118.898
35111,2015-10-16 05:00,119.089,119.184,119.241,119.075,119.082,118.952,118.889
35112,2015-10-16 06:00,119.14,119.089,119.184,119.241,119.075,119.082,118.952
35113,2015-10-16 07:00,119.175,119.14,119.089,119.184,119.241,119.075,119.082
35114,2015-10-16 08:00,119.096,119.175,119.14,119.089,119.184,119.241,119.075
35115,2015-10-16 09:00,119.13,119.096,119.175,119.14,119.089,119.184,119.241
35116,2015-10-16 10:00,119.132,119.13,119.096,119.175,119.14,119.089,119.184
35117,2015-10-16 11:00,119.131,119.132,119.13,119.096,119.175,119.14,119.089
35118,2015-10-16 12:00,119.031,119.131,119.132,119.13,119.096,119.175,119.14
35119,2015-10-16 13:00,119.061,119.031,119.131,119.132,119.13,119.096,119.175
35120,2015-10-16 14:00,119.12,119.061,119.031,119.131,119.132,119.13,119.096
35121,2015-10-16 15:00,119.076,119.12,119.061,119.031,119.131,119.132,119.13
35122,2015-10-16 16:00,119.198,119.076,119.12,119.061,119.031,119.131,119.132
35123,2015-10-16 17:00,119.595,119.198,119.076,119.12,119.061,119.031,119.131
35124,2015-10-16 18:00,119.401,119.595,119.198,119.076,119.12,119.061,119.031
35125,2015-10-16 19:00,119.304,119.401,119.595,119.198,119.076,119.12,119.061
35126,2015-10-18 23:00,119.369,119.304,119.401,119.595,119.198,119.076,119.12
35127,2015-10-19 00:00,119.389,119.369,119.304,119.401,119.595,119.198,119.076
35128,2015-10-19 01:00,119.303,119.389,119.369,119.304,119.401,119.595,119.198
35129,2015-10-19 02:00,119.308,119.303,119.389,119.369,119.304,119.401,119.595
35130,2015-10-19 03:00,119.223,119.308,119.303,119.389,119.369,119.304,119.401
35131,2015-10-19 04:00,119.482,119.223,119.308,119.303,119.389,119.369,119.304
35132,2015-10-19 05:00,119.435,119.482,119.223,119.308,119.303,119.389,119.369
35133,2015-10-19 06:00,119.442,119.435,119.482,119.223,119.308,119.303,119.389
35134,2015-10-19 07:00,119.308,119.442,119.435,119.482,119.223,119.308,119.303
35135,2015-10-19 08:00,119.304,119.308,119.442,119.435,119.482,119.223,119.308
35136,2015-10-19 09:00,119.347,119.304,119.308,119.442,119.435,119.482,119.223
35137,2015-10-19 10:00,119.382,119.347,119.304,119.308,119.442,119.435,119.482
